neighbourhood_cleansed,property_type,room_type,accommodates,bathrooms,instant_bookable,bedrooms,bed_type,beds,cleaning_fee,availability_365,guests_included,extra_people,security_deposit,minimum_nights,cancellation_policy,breakfast,high_end_electronics,smoke_detector,pets_allowed,secure,washing_machine,heating,Hot_Tub,hair_dryer,hangers,elevator,fire_extinguisher,free_parking,gym,tv,kitchen,workspace,room_key,pool,wheelchair_access,internet,firstAid_kit,log_price
Roslindale,House,Private room,2,1.0,0,1.0,Real Bed,1.0,30,343,1,10,0,1,flexible,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,60.00000000000001
Roslindale,House,Private room,1,1.0,0,1.0,Real Bed,1.0,40,341,1,0,0,1,flexible,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,56.999999999999986
Roslindale,Other,Entire home/apt,4,1.0,1,2.0,Real Bed,2.0,40,0,1,0,0,1,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,93.0
Roslindale,Apartment,Entire home/apt,5,1.0,0,2.0,Real Bed,3.0,50,129,5,30,0,2,moderate,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,150.0
Roslindale,House,Entire home/apt,2,1.5,0,2.0,Real Bed,2.0,150,319,2,35,500,3,moderate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,145.0
Roslindale,Apartment,Private room,1,0.0,1,1.0,Real Bed,1.0,0,339,1,0,0,1,strict,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,60.00000000000001
Roslindale,House,Private room,4,1.0,0,1.0,Real Bed,3.0,50,349,3,15,0,3,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,165.00000000000006
Roslindale,Other,Private room,2,1.0,1,1.0,Real Bed,1.0,20,0,1,15,0,1,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,75.0
Roslindale,House,Private room,1,1.0,0,1.0,Real Bed,1.0,0,295,1,10,0,5,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,48.99999999999999
Roslindale,House,Private room,2,1.0,0,1.0,Real Bed,1.0,0,262,1,10,0,5,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,48.99999999999999
Roslindale,House,Private room,1,2.5,0,1.0,Real Bed,1.0,0,332,1,0,0,2,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,40.00000000000001
Roslindale,House,Entire home/apt,3,1.0,1,0.0,Real Bed,2.0,50,207,3,0,150,2,moderate,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,120.00000000000003
Roslindale,Apartment,Private room,2,0.0,1,1.0,Real Bed,1.0,0,299,1,10,0,1,strict,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,70.00000000000007
Roslindale,House,Entire home/apt,8,1.0,0,3.0,Real Bed,5.0,100,0,6,0,150,3,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,150.0
Roslindale,House,Entire home/apt,5,3.5,0,4.0,Real Bed,3.0,100,0,1,0,500,14,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,174.99999999999991
Roslindale,House,Private room,2,1.5,0,1.0,Real Bed,1.0,10,1,1,0,0,1,moderate,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,94.99999999999999
Roslindale,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,0,122,1,0,0,1,strict,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,89.99999999999997
Roslindale,House,Private room,2,1.0,0,1.0,Real Bed,1.0,15,107,1,0,0,2,moderate,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,94.99999999999999
Roslindale,Apartment,Private room,2,1.0,0,1.0,Real Bed,2.0,0,356,1,100,0,1,flexible,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.00000000000003
Roslindale,House,Private room,2,1.0,0,1.0,Real Bed,1.0,40,310,1,5,0,1,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,67.00000000000001
Roslindale,Other,Private room,1,1.0,0,1.0,Real Bed,1.0,0,129,1,0,0,1,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,55.00000000000002
Roslindale,Apartment,Entire home/apt,6,1.0,1,2.0,Real Bed,2.0,85,353,4,20,200,2,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,200.0
Roslindale,Apartment,Entire home/apt,4,1.0,1,1.0,Real Bed,2.0,0,17,1,0,0,1,flexible,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,150.0
Roslindale,House,Private room,1,1.0,0,1.0,Real Bed,1.0,0,325,1,10,0,5,strict,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,48.99999999999999
Roslindale,House,Private room,1,1.5,0,1.0,Real Bed,1.0,0,362,1,0,0,1,flexible,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0
Roslindale,House,Entire home/apt,4,1.0,0,1.0,Real Bed,2.0,25,300,2,20,0,3,strict,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,109.99999999999997
Roslindale,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,35,351,1,0,200,1,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,114.99999999999999
Roslindale,House,Entire home/apt,16,1.0,0,3.0,Real Bed,5.0,50,351,1,25,250,1,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,125.0
Roslindale,House,Entire home/apt,16,2.5,0,3.0,Real Bed,7.0,50,343,1,25,250,1,strict,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,200.0
Roslindale,House,Private room,2,2.0,0,1.0,Real Bed,1.0,10,361,1,15,0,1,moderate,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,75.0
Roslindale,House,Private room,1,1.0,1,1.0,Real Bed,1.0,25,339,1,0,500,3,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
Roslindale,Apartment,Private room,4,1.0,0,1.0,Real Bed,2.0,10,0,1,0,0,2,flexible,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,50.0
Roslindale,Apartment,Private room,1,1.0,0,1.0,Real Bed,1.0,0,355,1,10,0,1,flexible,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,60.00000000000001
Roslindale,House,Private room,1,1.5,0,1.0,Real Bed,1.0,0,254,1,0,0,2,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0
Roslindale,House,Entire home/apt,4,1.0,0,2.0,Real Bed,2.0,56,306,3,33,446,5,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,145.0
Roslindale,House,Private room,2,2.0,0,1.0,Real Bed,1.0,0,133,1,10,0,2,flexible,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,45.0
Roslindale,House,Private room,2,1.5,0,1.0,Real Bed,1.0,10,267,1,0,0,1,moderate,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,84.99999999999997
Roslindale,House,Private room,1,1.0,0,1.0,Real Bed,1.0,50,355,1,25,200,3,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,75.0
Roslindale,House,Private room,2,2.0,0,1.0,Real Bed,1.0,0,161,1,10,0,2,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,50.0
Roslindale,House,Private room,1,2.5,0,1.0,Real Bed,1.0,0,260,1,0,0,2,flexible,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,45.0
Roslindale,House,Private room,2,1.0,0,1.0,Real Bed,1.0,0,248,2,50,0,2,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,60.00000000000001
Roslindale,Apartment,Entire home/apt,3,1.0,0,1.0,Real Bed,1.0,35,258,1,0,250,1,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,94.99999999999999
Roslindale,Apartment,Entire home/apt,2,1.0,0,0.0,Real Bed,1.0,45,348,2,39,223,3,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,89.0
Roslindale,Apartment,Entire home/apt,3,1.0,0,0.0,Real Bed,2.0,25,333,1,25,0,2,flexible,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,109.99999999999997
Roslindale,Other,Private room,2,1.0,0,1.0,Pull-out Sofa,1.0,20,259,1,15,0,1,flexible,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,64.99999999999997
Roslindale,House,Entire home/apt,7,2.0,0,3.0,Real Bed,3.0,125,331,5,25,500,3,strict,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,284.99999999999994
Jamaica Plain,Apartment,Entire home/apt,4,1.0,0,1.0,Real Bed,1.0,125,144,4,0,0,3,moderate,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,140.00000000000003
Jamaica Plain,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,10,328,1,10,0,2,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,70.00000000000007
Jamaica Plain,House,Private room,2,1.0,0,1.0,Real Bed,1.0,0,365,1,20,0,1,flexible,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,94.99999999999999
Jamaica Plain,Other,Private room,2,1.0,0,1.0,Real Bed,1.0,0,0,1,0,0,300,flexible,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,55.00000000000002
Jamaica Plain,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,0,301,1,0,0,2,moderate,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,80.00000000000003
Jamaica Plain,House,Private room,2,1.0,0,1.0,Real Bed,1.0,0,109,1,0,0,2,flexible,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,120.00000000000003
Jamaica Plain,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,0,0,1,0,0,1,flexible,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,64.99999999999997
Jamaica Plain,Apartment,Private room,4,1.0,0,1.0,Real Bed,2.0,0,23,2,20,0,2,moderate,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,100.00000000000003
Jamaica Plain,Apartment,Private room,1,1.0,0,1.0,Real Bed,1.0,0,43,1,0,0,3,moderate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.99999999999997
Jamaica Plain,House,Private room,1,1.0,0,1.0,Real Bed,1.0,0,340,1,0,0,2,flexible,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,60.00000000000001
Jamaica Plain,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,0,0,1,0,0,2,flexible,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,63.000000000000036
Jamaica Plain,House,Private room,2,1.0,0,1.0,Real Bed,1.0,0,250,1,0,200,1,flexible,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,75.0
Jamaica Plain,House,Private room,2,1.0,0,1.0,Real Bed,1.0,10,0,1,25,0,1,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,64.99999999999997
Jamaica Plain,Apartment,Private room,1,1.0,0,1.0,Real Bed,1.0,0,346,1,0,0,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,109.99999999999997
Jamaica Plain,House,Private room,2,1.0,1,1.0,Real Bed,1.0,50,62,2,25,200,2,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,45.99999999999995
Jamaica Plain,Apartment,Private room,3,1.0,0,1.0,Real Bed,1.0,50,0,1,0,300,2,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,75.0
Jamaica Plain,Apartment,Private room,2,1.5,0,1.0,Real Bed,1.0,25,0,2,50,150,3,moderate,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61.99999999999999
Jamaica Plain,Other,Private room,2,1.5,0,1.0,Real Bed,1.0,15,15,1,12,95,2,flexible,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,69.00000000000003
Jamaica Plain,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,20,0,1,15,0,2,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,69.00000000000003
Jamaica Plain,House,Private room,2,2.0,0,1.0,Real Bed,1.0,50,78,1,0,0,1,moderate,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,73.00000000000003
Jamaica Plain,Apartment,Private room,1,1.0,0,1.0,Real Bed,1.0,0,306,1,20,0,2,strict,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,84.99999999999997
Jamaica Plain,Apartment,Private room,2,2.0,0,1.0,Real Bed,1.0,80,337,1,20,500,1,strict,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,120.00000000000003
Jamaica Plain,House,Private room,2,3.5,0,1.0,Real Bed,2.0,0,365,1,25,100,2,flexible,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,125.0
Jamaica Plain,Apartment,Private room,1,1.0,0,1.0,Pull-out Sofa,1.0,0,363,1,0,0,1,flexible,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,70.00000000000007
Jamaica Plain,Other,Private room,2,1.0,0,1.0,Real Bed,1.0,10,0,1,0,95,1,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,100.00000000000003
Jamaica Plain,Other,Private room,2,1.0,0,1.0,Real Bed,1.0,10,255,1,0,0,1,moderate,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,61.00000000000001
Jamaica Plain,House,Private room,4,1.0,0,1.0,Real Bed,2.0,0,328,2,50,0,1,strict,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,125.0
Jamaica Plain,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,0,316,1,0,0,1,flexible,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,100.00000000000003
Jamaica Plain,Apartment,Private room,1,1.0,0,1.0,Real Bed,1.0,5,0,1,0,0,1,flexible,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,26.999999999999996
Jamaica Plain,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,0,0,1,0,0,2,flexible,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,80.00000000000003
Jamaica Plain,House,Private room,2,1.0,0,1.0,Real Bed,1.0,0,365,1,0,0,1,flexible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.99999999999997
Jamaica Plain,House,Private room,3,1.0,0,1.0,Real Bed,2.0,0,358,1,25,0,1,flexible,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,75.0
Jamaica Plain,House,Private room,1,1.0,0,1.0,Real Bed,1.0,0,341,1,0,0,7,flexible,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,56.999999999999986
Jamaica Plain,Apartment,Private room,2,1.0,0,1.0,Real Bed,1.0,0,0,1,0,0,1,moderate,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,100.00000000000003
Jamaica Plain,Apartment,Private room,1,1.0,0,1.0,Real Bed,1.0,5,309,1,0,0,1,flexible,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,40.00000000000001
